"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on March 26, 2025","MKM","yes","yes","Half doody","The rear camera doesn't workLoop feature only captures the events it chooses are collision.  Not a continuous record.Edit:Seller reached out address the issue.  After I responded they have not reached back out.  Since April 4th.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2GOTACVYX7SYW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on July 8, 2025","F. Bacon","yes","yes","Stops recording arbitrarily, making it 100% UNreliable","I am so disappointed in this camera.  I had it professionally installed with the Vantrue cable kit.  And the bottom line is this camera is unreliable. It arbitrarily just stops recording.  I find myself constantly checking to ensure the green light is flashing (indicator that it is actively recording), so at this point it has become a distraction.  NOT GOOD.  I have swapped out the unit, I have reformatted and swapped out the memory card, I have updated the firmware.  Vantrue's recommendation was to use the cigarette adapter power cord to see if that resolves the issue.  The unit isn't losing power.  It just isn't reliable and doesn't work properly.When it DOES record, the picture is great.This is my first dash cam so I am finding the wifi connection to be very wonky...truly everything about this unit feels wonky.I do NOT recommend it, and only gave it 2 stars because when it is recording I can't fault the actual recording.  They look good.  But the unreliability is a complete deal breaker here.  I've glanced at it SO MANY TIMES to realize it's not recording...and grateful that something didn't happen in that moment.  What's the point in even having the thing if it's a crap shoot if it's going to be recording when you need it to.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3O0AOSOAK43D3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on March 27, 2025","Uma Ratna Sai pulaparthy","yes","yes","Too much price with normal quality","Unable to capture the Name plate , video quality is not as expected",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1HOVIJ8M0DP1N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on September 24, 2022","Jamie","yes","yes","Should be included","Two stars because I was forced to buy this extra: the suction mount included with my cam is a joke, even after careful cleaning of the windshield it wouldn't stay attached more than a day. Vantrue if you're reading this, put one in the box, raise the price to cover it, your customers will be happier.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R18IQ2BL6OSGOB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on August 18, 2022","Abaddona D.","yes","yes","Quick and easy!","The cameras are super easy to install and set up. The design is sleek, video quality is great! So far I am loving the new set up. I’ll update again after some use.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1UG6PXTICX0GT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 13, 2022","Rick L","yes","yes","LOVE THIS CAMERA!","Bought this camera to replace an older camera i've had for years, this new one was a fantastic update to my vehicle. This was so simple to install and the video clarity far exceeded my expectations and is fantastic! Love the way it attaches to the windshield, such and improvement over my old camera, which use to fall off during the heat. This one, uses an electrostatic sticker then 3m tape on the camera, which means it will not fall off during the hot summer months! The app is so simple to use to set up the camera and view the live image. I am in love with this camera already! Great job Vantrue!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1PUX4F12PVUGG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on May 10, 2019","L. C. Gasper","yes","yes","Secure, adjustable.","This is far, far better than the suction mount that came with the camera. The sticky tape really does stick. But if you make a mistake in placement, you can use the spare tape the seller includes with the mount. The swivel has a tightening collar that is easy to work and enables exact aiming. This mount is underpriced for what it does.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1ULVO97SB87ZD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on July 17, 2025","Mazariegos","yes","yes","Excellent for 18 months only…","Installed on my wife’s car and worked well for about 2 years.  Supercapacitor erupted and ruined dashcam.  Vantrue says warranty is only 18 months no matter what.  Seems Vantrue cameras are not worth a premium like I paid for it.  My Garmin 67 is going strong at 5 years…lesson learned.",2,"https://m.media-amazon.com/images/I/61E7ZjAGQwL.jpg , https://m.media-amazon.com/images/I/61MpchGfSCL.jpg , https://m.media-amazon.com/images/I/61XeVVVbT5L.jpg , https://m.media-amazon.com/images/I/61gcudIiW0L.jpg","-","https://www.amazon.com/gp/customer-reviews/RB6IR4SFIQNWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on July 15, 2025","Placeholder","yes","yes","Mounts are NOT magnetic","Vantrue description says camera mounts are magnetic but they are NOT. Mounts are adhesive and will not work in Phoenix extreme heat",1,"-","-","https://www.amazon.com/gp/customer-reviews/R271EXEBKLQL44/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on June 11, 2025","n","yes","yes","no good","died after a year.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R25L3J18PGM3VJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on May 20, 2025","Bertram","yes","yes","Works, not rotatable","It's good, works in day and night, video quality isn't so good, but see-able.And it's not rotatable, so... don't get it or place it at a good spot before just sticking it to your front and rear windshields.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RWLLPFGOAA8Q5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on March 18, 2025","Charlotte","yes","yes","Best camera on the market!","I have been searching for a good car cam for awhile. I researched hours until I came across this one. Setup was fairly simple and pretty straightforward. Just don’t forget to download the app on ur phone as well. The quality on these cameras is great! I was in a motor vehicle accident recently and am so glad I had these. I was able to pull up the video right from my phone to show the insurance company I was not at fault. I contacted customer service about some replacement parts I needed due to my accident and they have been extremely helpful and so nice. I highly recommend this product",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2XLY1PH4W4WUJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 19, 2022","NGUYENR ","yes","yes","Very good picture quality! Install was super easy","I'll update with pictures later - install was very straight forward. The new mounting system makes sticking it to your windshield easy so you can adjust the view. I kind of like that the wifi requires enabling to connect - the old units always had wifi on and my phone would connect to it. That kills your internet. The video is clear and it detects movement very well.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3PP74L33PSR65/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on April 8, 2021","dannyboyinaz","yes","yes","Vantrue N2 PRO, N2, X3, T2 and R3  dash cam (non-GPS) adhesive mount","This adhesive mount for my N2 PRO dash camera was just what I needed. The camera suction mount that was included with my dash camera was NOT doing the job and the camera would continually fall off of the windshield. Since I have installed the dash camera with this mount, I have not had ANY problems what so ever with it falling. The price for this mount was less than $8.00 and has worked perfectly.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3S2YEM0Z5YTGO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on February 25, 2020","Amazon Customer","yes","yes","Works where suction wont","Replaced suction mount and placed cam higher where suction mount failed due to paint dots. Perfect",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2GM3BDSGC4M40/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on August 30, 2019","G. Zuk","yes","yes","Great price and adhesion","Needed something more reliable than the standard suction mount and this does the trick.  Comes with an extra adhesive pad just in case you need it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3BX3GFEBCY6E3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on May 31, 2019","Richards","yes","yes","About Time!","Original suction mounts kept falling down while in direct sunlight (heat).  Frustrating!Delivery took a few weeks",5,"-","-","https://www.amazon.com/gp/customer-reviews/R15CSBIXB4XTNK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on April 3, 2023","Van2000","-","yes","Excellent cam with little discomfort","Plus:1. Camera is just bigger than a match box. Rf: pic2. Voice command works good. ""Turn off screeen"", ""lock the video"". Not avilable with Viofo cams.3. Bluetooth is important for me to mute the cam when i talk personal. For Viofo cam this is added cost4. Cam sits behind the rear view mirror is not able to access when needed. That is where the voice command and bluetooth helps a lot5. Wifi is a direct connection between cam and mobile. Its like your mobile is using cam wifi.6.  Resolution of 2.5K with 24FPS is a plus in daylight.but reduce it to 2k with 30 fps. Night time requires more fps.7. The gps literally gives alert on traffic cameras8. The hardwire wire comes with fuse wire attachments. Viofo does not.9. Hardwire (additional cost) is a plaing wire. Does not have cylinder kind of a end as it is in Vifio. One reason why i returned vifio.Minus:1. Rear cam wire is bigger in width than a Dell laptop. Rf pic. First one was my dell laptop wire. Second one is the rear cam wire. Third one is the front cam.2. The front cam wire comes with car charger. I was hoping the wire to be usb and an additional car charge adapter. My kia has the car charger backside of the deiver seat has it has lots of USB in the front.",4,"https://m.media-amazon.com/images/I/61p3BOrhR6L.jpg , https://m.media-amazon.com/images/I/61pWih0sd0L.jpg , https://m.media-amazon.com/images/I/71kDZla+kSL.jpg , https://m.media-amazon.com/images/I/91jMDVgpqTL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2CWS429RDI6FI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on November 10, 2022","Savas","-","yes","Easy Installation and Operation","The new mounting system is very nice.  Have to be very careful on placement and getting rid of air bubbles.  Cords are easily hidden and have ample length.  I used the provided cables for now, however, will be getting the direct connect kit to take advantage of the parking features for recording.The monitor if very clear front and rear, however for this senior, not easily viewed.  Not a problem as eyes should be on the road not the camera monitor.Just returned from Fl and camera mountings took the heat and stayed on the glass.I purchased the Vantrue card and filter; both worked just fine.Very satisfied with the performance of the camera.",5,"https://m.media-amazon.com/images/I/61pdDr9hOXL.jpg , https://m.media-amazon.com/images/I/716MDAQg2sL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1HN7I2LG5PZF6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on October 26, 2023","jesus montes","-","yes","No sirve","No sirve no la compren ,no baja los videos",1,"-","-","https://www.amazon.com/gp/customer-reviews/R85BW73T46I8P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on December 10, 2024","JR","-","yes","Good customer service","I ordered 3 dash cams ( 2 E2s and 1 E3) for me, my nephew and niece but ended up using 2 of them for myself as my niece didn't want one. My cameras so far haven't fallen off, but my nephew's cams were falling off. Not too sure if his wasn't installed properly, but I emailed Vantrue and they did not hesitate sending me replacement stickers. I have to say they were very prompt with replying to my email(s) to remedy the issue. I say emails because I didn't realize that the first 2 replies they sent were getting routed to the spam folder...totally my fault for overlooking it. The 3rd email I was able to catch and they sent the replacement stickers once I gave them my address.On a separate note I've been very happy with my dashcams so far and the clarity is better than I thought it would be. I'm not too sure how much of a difference there is between 2.7K and 4K video displays, but the 2.7K on my dash cams serves it's purpose. The only issue I have had was the video display on my phone would freeze up once in a while and I have to close the Vantrue app and tap it back to get the video to come on live again. As a first time user of dash cam I wanted to see what the cameras were seeing, but now that I've had the cams for a while I don't even connect my phone anymore except to go into the settings to turn the interior camera off on the E3 model. Not a deal breaker and to me it's a very minor issue and not a good reason to deduct a star. Overall I would recommend Vantrue and have in fact recommended it to my friend and she just ordered one.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R336LR3TIF5CF7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on June 17, 2024","Marc McKinnon","-","yes","Great Camera & Better Customer Service","My dash cam had an issue outside the warranty dates and they still came through and replaced my dash cam at no charge. They have a Great Customer Service team.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RAX6B7X1DZJQS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on January 13, 2023","Nicholas Drossos","-","yes","Awesome cam","If you say “that’s a big one, yeah” in a slight Mexican voice it takes a photo Lol",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3VL4NS2LU0YDT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on January 9, 2025","Edwin M.","yes","-","Excellent product, excellent camera resolution, no detail is lost. Highly recommended.","We needed a camera system for our tow trucks with excellent resolution and this has been the best image quality found.La mejor solucion para evidencia en caso de accidentes o reglamos de daños.",5,"https://m.media-amazon.com/images/I/711r8iOepwL.jpg , https://m.media-amazon.com/images/I/71GUVGaSeHL.jpg , https://m.media-amazon.com/images/I/71MHmcsoDsL.jpg , https://m.media-amazon.com/images/I/71U2ebBZ6WL.jpg , https://m.media-amazon.com/images/I/71z-vuoerdL.jpg","-","https://www.amazon.com/gp/customer-reviews/R21TFCH7978ZOE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on September 5, 2022","MG","yes","-","Easy to install and fine video resolution (Hardwire setup separately)","This is a truly plug-in-and-go dash cam. If you just connect the cable included in the box to your vehicle's cigar outlet, your dash cam is all set and ready to record. I'd give an extra credit for that. However, if you want to hardwire setup, you will need to buy a hardwire kit separately. The setup is quite a hassle, but it is worth a penny since this will clean up your cable as well as allow you to keep using your cigar outlet.Video quality is very satisfactory. You'll get a very clean and wide-view video recording results. I have not used the wifi function yet, but if you need the function, I guess that's also a plus.",5,"https://m.media-amazon.com/images/I/61n41IROnLL.jpg , https://m.media-amazon.com/images/I/71STySy7W5L.jpg , https://m.media-amazon.com/images/I/71tLkN639PL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1K3OW90QEDBZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 29, 2022","Jiang","yes","-","The dash cam that worth trying","I have purchased the Vanture N2 dash cam before and I decided to give this dash cam a try for its function of reviewing footage on phone. The dash cam comes in with a nice package of all the items you need to install the dash cam. Overall it’s easy to install and it has guides in the manual on how to hide the wire. The dash cam has overall great video quality. It is sensitive to the surroundings and it snaps a pic right away when the car has an impact as I try to hide the wire. Overall I think it is worth the price it is listed for.",5,"https://m.media-amazon.com/images/I/61R1eyNdwrL.jpg , https://m.media-amazon.com/images/I/712c4tslt8L.jpg","-","https://www.amazon.com/gp/customer-reviews/R2FHXQEEXWDV9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 29, 2022","Texan","yes","-","Excellent dual camera dash cam system","I own two other Vantrue dash cams and have been very happy with them. I wanted a new camera that supported WiFi 5 and came with both front and rear cameras. Voice control was also a requirement since the dash cam is usually hidden behind the rear view mirror and not reachable by the driver.I am impressed by the video quality from both cameras. Two separate video files are created so you can look at them independently. The cameras were easy to install using the included electrostatic stickers from 3M. Spare stickers are included in case you need to move the cameras in the future. With the new design mount of this camera, the camera is easy to remove. The voice control works well. You can tell the camera to take a photo and enable or disable the microphone. Also with the customizable shock sensor sensitivity, the camera will automatically take photos and isolate videos before/after an incident. I highly recommend Vantrue dash cams based on my previous experience with the brand.",5,"https://m.media-amazon.com/images/I/71pLk2IcDLL.jpg , https://m.media-amazon.com/images/I/71prcG9T8ZL.jpg , https://m.media-amazon.com/images/I/81Fsl7kiGUL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3EA6B4Y2BZL1T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 28, 2022","Imran Khan","yes","-","Videos are very detailed and high definition","The front camera has a big size screen you can see every detail from. I love how it shows your speed and you can also see the rear camera in it as well. I love this camera",5,"https://m.media-amazon.com/images/I/71XxeoKHmDL.jpg , https://m.media-amazon.com/images/I/71XxeoKHmDL.jpg , https://m.media-amazon.com/images/I/71gqXzxHZZL.jpg , https://m.media-amazon.com/images/I/81pj7OlQmaL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1PTT26I12EODY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 28, 2022","Brandon Rivera","yes","-","Great quality. Easy to install and use.","Bought a new vehicle to replace my older car so it was time to get a dash cam. I am very happy with the value of the E2. It was super easy to install and get setup. It comes with a great manual and plenty of supplies to get setup. The cables it came with were long enough to allow routing to hide the cable. I like the wifi feature which let's me pull data off the camera to my phone without having to get the card out of the camera. I have not had any issues with the mounts even in my high horsepower car and with my heavy foot. There was a firmware update that was available on the website and the update process was super easy. Plenty of features with this camera and I will continue to play around with the settings as I find what is best for me. Would reccomend for sure.",5,"https://m.media-amazon.com/images/I/61b48+Zy1GL.jpg , https://m.media-amazon.com/images/I/71+2UrobSqL.jpg , https://m.media-amazon.com/images/I/71K1+6ZFEZL.jpg , https://m.media-amazon.com/images/I/71YmZkpVMdL.jpg , https://m.media-amazon.com/images/I/71d2v7KdlbL.jpg , https://m.media-amazon.com/images/I/71jb8PuUlZL.jpg , https://m.media-amazon.com/images/I/71kmH+Y4eYL.jpg","-","https://www.amazon.com/gp/customer-reviews/RNJZ89ANSF577/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 25, 2022","Brady Bunch","yes","-","Vantrue E2","The Vantrue E2 camera system was easy to install in my 2014 Corolla. Install took about an hour and a half. Setup was simple and straightforward. I like how compact the cameras are as they do not obscure any viewpoints out of my windows. I am impressed with the quality of this product and I do recommend. Connection to my phone was simple and the ability to download videos to your phone was a big selling point for me as well as the video quality. The voice feature is also an added bonus, just tell the camera to take photo and it does, no hands needed, I like that in case I ever need a quick photo of what is happening out on the road. Vantrue has a happy customer with this product, keep up the great work.",5,"https://m.media-amazon.com/images/I/61JPek4ac8L.jpg , https://m.media-amazon.com/images/I/61nSskIdloL.jpg , https://m.media-amazon.com/images/I/71uWnb-O+RL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3SWX8YBQHDJGL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 18, 2022","Oyatho","yes","-","Fantastic Dash Cam","I just received the new Vantrue E2 2.5K WiFi Dual Dash cam. By far one of my best purchases. The clarity it superb, and it records in 2k in each camera which is definitely ok because it actually looks like 4K in my opinion. I also installed it with the Vantrue 11.5ft Type C USB 12V 24V. Hardwire kit which was an easy install that took me approximately 30min for a seamless look. I did hook it to an accessory fuse because I don’t need the continuous option because I park in my garage. The voice activated function is also a bonus because living in Las Vegas can be an issue having to manually push a button to take still photos on the busy freeway. WiFi is easy to connect and have had zero issues. I would highly recommend this dash cam for value in price, functionality, and clarity.",5,"https://m.media-amazon.com/images/I/51vQ-VbeM6L.jpg , https://m.media-amazon.com/images/I/615sP5O18SL.jpg , https://m.media-amazon.com/images/I/618fZhvTwrL.jpg , https://m.media-amazon.com/images/I/61XlF72Q7lL.jpg , https://m.media-amazon.com/images/I/61hNr0YEykL.jpg , https://m.media-amazon.com/images/I/61hgKHqf0hL.jpg , https://m.media-amazon.com/images/I/61pByWy8b1L.jpg , https://m.media-amazon.com/images/I/714LGTvwXZL.jpg , https://m.media-amazon.com/images/I/71jK-HLrmvL.jpg , https://m.media-amazon.com/images/I/71s-ap0MNuL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2HMBT0SUGPUM8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 17, 2022","Febe Lejeune","yes","-","Phenomenal! Outstanding! The best investment!","This product is spectacular. Honestly, I can’t imagine driving without it. I discover more amazing features every day. The set up of the dash cam was easy and took less than 5 minutes. I was blown away by the state of the art app and the ease of downloading the videos and pictures onto my phone gallery. I never seen a dash cam that films the rear as well! This is amazing in case someone rear ends you. You are totally protected and covered with this camera. My mouth dropped when I opened the app and saw the video and the gps tracker show in real time where I was on the map. The remote works great and so easy to capture videos and sound. I also enjoy the extra protection when my car is in park. The fact that it can record if someone hits my car or if someone from my apartment complex tries to break in is mind blowing. I cannot believe how advanced this is. I am one happy customer",5,"https://m.media-amazon.com/images/I/61N-R1LoCmL.jpg , https://m.media-amazon.com/images/I/61SNlExKNtL.jpg , https://m.media-amazon.com/images/I/71FQSwV6BDL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2CETUCR53LBXV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on April 15, 2025","Kenni Raye Smith","yes","-","Camera install","Camera does not come with hardwire kit",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2CXPLG8BSAHIC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on July 11, 2025","Amazon Customer","yes","-","Almost perfect","Would be perfect if it was touch screen and it came with spare sticky pad. You only get one chance to stick on it nicely otherwise it loses grip if u peel it off again",4,"-","-","https://www.amazon.com/gp/customer-reviews/RPYUFV1MDYW6R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on March 7, 2022","Bryant Dang","yes","-","Works great","Works as advertised!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R34HWXTBM0PLYO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on August 19, 2021","jack of all trades","yes","-","Good Basic Stick-on Mount","I prefer stick-on mounts instead of suction mounts that come with these dash cams as they tend to stay on longer.  But I’m not a fan of the ball joint as they’re easily dislodged so if you use windshield sunscreens you check the camera aim every time you take down the sunscreen to ensure the camera is aimed correctly.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3MDMMLZK05TWN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on April 28, 2021","Martin","yes","-","Compact","It took a month to arrive but it was good replacement to the suction cup that no longer works.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RFSID4C0LNVND/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on June 28, 2025","J. Bice","yes","-","Yeah, a good purchase.","So far so good. It does what it's supposed to do. Small and not intrusive. Glad I bought this one.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1VZ3STEOVAL4K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on May 30, 2025","Kari W","yes","-","Everyone needs a dashcam","Great for recording what happens on the road in the event of a crash and you need accountability",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2877FGH0X8EO3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on May 26, 2025","Kamran Ghaedi","yes","-","Good peoduct","It is a good product. I have it for more than one year and working well.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RAM05RTKYFHJR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on April 15, 2025","HH","yes","-","Great dash cam as well as great customer service.","This is a great dash camera. All works as expected. The customer service has exceeded my expectation. Very quick response and very supportive. I recommend this dash cam.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1PL719YT3XG2C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on March 30, 2025","Carlo Garcia","yes","-","Amazing","I purchased this dash cam to capture and protect my daily drive and I’m impressed with this dash cam it does what it say and the price was a deal when I order this dash cam and I’m pleased with my purchase.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3BDCH6AYRH03Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on March 6, 2023","Clifton","yes","-","Stays where you put it","Stands up to Florida Heat and staid where you put it",5,"-","-","https://www.amazon.com/gp/customer-reviews/R23IWHHMYKC5OM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on January 11, 2023","Zee Hassan","yes","-","Excellent","Very strong grip. Won't come off.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R133VUH1AMLODC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on December 1, 2022","Moe Olivo","yes","-","So far, good purchase.","This guy sticks to the window like ""crazy glue"" So far, I am very satisfied with it. Unlike the suction cup version, hot temperatures do not affect it and so far with the cold temperatures, it stays in place.  One piece of advice, make sure it is placed in the exact place you want.  The adhesive is very good and once installed, it takes some effort to remove it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RRDY0T6DOQJHJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on August 26, 2022","mido","yes","-","Reliable","This camera is very reliable. It works very well. Easy to set up, easy to use. It has a great coverage of the front and rear of the vehicle.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RBVPODZJD8WQQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 25, 2022","V Nguyen","yes","-","Still within this world","Needed a dual front and rear dashcam for my car and have used prior vantrue cams before so I gave this a try. It's like any other dash cam, but the front cam is a bit sleeker in design, and compact. Video quality during the day time is great but as with other dashcam, night time is good but still can have issues reading license plates clearly. I have installed other cams before, but you do have to take some time installing the rear one by running the cable, but it's not too hard. Overall, I can recommend this camera but don't expect out of JWST out of this world image quality.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQ3R18G0BPQHS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
