"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on June 22, 2025","Lakisha Stevenson","yes","yes","Do not use for business if required footage","Gps doesn’t pick up the time and is always an hour behind and the footage will miss 10 mins of footage sometimes but decent quality",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1I8X9RFKM3IQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on August 28, 2022","Jeff C","yes","yes","Great little camera but the tape does not hold in California weather","Love the camera but once we got hot days in California the tape does not hold the camera to the rectangular film on the windshield.If this can be used with a suction cup it would work and I'd give 5 stars.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R10IKE77WIQHHI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 9, 2025","James G.","yes","yes","Cute but it doesn't work out of the box","It's pretty cute nd very small.  Don't know if it works yet.  You need a SD card SURPRISE.  Noticing happens without an SC card.I re-read the description and nowhere id it say buy an SD card with this.  So it's useless without that card.  i've got to rummage around ind find one or get another one.Nothing happens w/o that card.  Why wanst it furnished ?",3,"-","-","https://www.amazon.com/gp/customer-reviews/R19XD8360DQ3P2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on June 18, 2025","Isaac","yes","yes","Didn’t have footage when I needed it most","Why did you pick this product vs others?:The dash cam has issues with the memory card, and doesn’t replace old footage like it should. I’ve had to format it several times and it’s failed me on 3 separate occasions when I needed it most.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2KHTJM4QWT5CU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on June 15, 2025","KEVIN","yes","yes","take you're chances chances of CHANCES.","PURCHASED  2024. QUIT 2 MONTHS AGO. GOOD VIDEO. NO CUSTOMER SERVICE !",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2O98A4X991ROX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 6, 2025","Tiffany Willms","yes","yes","Small but great","Records every minute your car is on! Never have to worry if I missed something with this device the camera does great day or night very pleased with the product ordered another for the other car! Main reason is it records speed as well",5,"-","-","https://www.amazon.com/gp/customer-reviews/R20FWPFC96LQKG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 17, 2025","Scott Albanesius","yes","yes","The wi fi connectivity to your cell phone is excellent.","This is a great little dash camera that links with wifi directly to your smartphone. I don't go anywhere without it.  This little camera is just packed full of various functions. The camera shows your GPS location, speed. And ALSO  has an impact notification if you are involved in accident. You can even play back the recordings on your cell phone and also download. I like to do screenshots of the beautiful scenery of the mountains as I drive. God bless AMERICA... ALWAYS REMEMBER JESUS IS KING !!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1WV5WBVEKI8OK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on August 27, 2022","JettaRed","yes","yes","Amazing little camera!  UPDATE","UPDATE:  This is my second Vantrue E1 camera and I still think it is great (obviously).  I am adding it to my second car because traffic has gotten crazy and drivers have gotten so aggressive, I wanted the comfort of knowing that the traffic around me is being recorded.  There are a bunch of YouTube videos by traffic lawyers strongly recommending having a dashcam and the Vantrue E1 fits the bill perfectly.  All of my original comments below still hold.First, I had the Garmin Mini 2.  Nice camera, but just none of the features other than basic date and time markers plus audio.  The Vantrue E1, however, is full featured with date, time, audio, speed, location, etc.  The GPS sensor is built into the mount.  Size wise, the Vantrue E1 is about as high as the Garmin, but almost twice as wide.  But, when mounted, the Vantrue seems ""smaller"" than it is.  For all the added features of the E1, it was well worth the lesser price!  (The E1 was actually $10 less than the Garmin Mini 2.) I do recommend getting the polarizing lens filter, though the reflection is nowhere as bad as with the Garmin.  And the hardwire kit makes the installation look professional, as well as enabling the Parking function.  All in all, I am very happy with my purchase.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R21HQ2Y4NX2ZQU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 5, 2022","Dat Hoang","yes","yes","Great picture quality and easy to remove the dash cam from car","It is easy to remove the dash cam from the car and bring it inside the house to view video.  I love that I can use USB A to USB C cable (included) to power the dash cam from my Highlander's usb port (2.1A).  I don't use the cig power cable because it is too long.  The picture quality is great.  I love it so much I bought another E1 for my wife's car.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1SB1VRUVJ2O51/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on April 10, 2023","Wretched Excess","-","yes","BEWARE VANTRUE ABSURD RETURN PROTOCOLS","Amazon delivery left the box out in the rain without any protection. I sent the camera back unopened, but Vantrue says it could take 3 weeks until they refund me. I'm still waiting. This was a birthday gift from my sister to me. Thanks for ruining my birthday, Vantrue.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3GVFPFLFV5YBK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on December 19, 2023","Aaron","-","yes","Get what you pay for.","I've had this unit for roughly 2 months. It's worked good on and off but I've had issues. Voice Control works when it wants but works. But as of today it's no longer keeping track of speed. And that was the entire reason I got it. Not happy it's already having issues.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1ODGNCGOUYJ6J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on July 12, 2022","Jim","-","yes","Vantrue E1","Very good quality camera .Specially voice command .Highly recommended !",5,"-","-","https://www.amazon.com/gp/customer-reviews/R23WL9EQKSQ86K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on April 20, 2025","Doesn’t hold charge ","yes","-","Needs to upgrade the camera to be supported by USB-C","This is my 3rd E1 Lite.Not sure if its a VanTrue issue or new car manufacturer issue. All USB-Cs in my new car are not able to support the E1 Lite. My new car only has 1 aux car connection and that one is used by a baby monitor…",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1DXRM2E7G9WB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 26, 2025","Adam C","yes","-","Impressive Solid Small Form Dash Cam","The Vantrue E1 Lite is a solid little dash cam for the price. Video quality is sharp during the day and decent at night, though low-light footage can get a bit grainy. The compact size and magnetic mount make it easy to install and remove. GPS tracking and voice commands are great features, but the WiFi connection to the app can be spotty at times. Overall, it’s a reliable dash cam with good features for the money.",5,"https://m.media-amazon.com/images/I/71uEdcDPfcL.jpg","-","https://www.amazon.com/gp/customer-reviews/RK7Z79HD65ZUP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on December 22, 2022","robert vella","yes","-","Great little Dash Cam","I have had several dash cam's and I like this one the best. It is compact, easy to install and easy to remove from the cradle if you need to. I installed the unit right below the rear view mirror and ran the wires through to plastic cover that goes around the mirror, it is a real clean installation. I like the app too. You simply turn on the unit, click the wifi feature on the screen and you can view the clips that you want to see.  The camera also takes pictures. It is a great value.",5,"https://m.media-amazon.com/images/I/41AKcmCRgbL.jpg","-","https://www.amazon.com/gp/customer-reviews/R17LDXL5ZEJT0F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 28, 2022","John Z. Liang","yes","-","Perfectly Fine Little Car Camera","This is a very interesting camera.  There seems to be a good side and a bad side to all of its designs.  How you feel about this camera depends on what you value.First of all, the mounting system is unique.  Instead of using a suction cup system the mount consists of two parts.  First a plastic sheet clings to the windshield via static and then the mount tapes to the sheet with 3M tape.  I guess the idea here is that since the 3M tape is not a reusable thing if you want to move the camera you take off the plastic sheet, there is a removal tool that came in the box, and move it that way.  In reality I am not sure how it will work out.The power cable is USB-C with a 90deg bend.  This is great since you can connect it with the 90deg up or down and provides great strain relief.The mount itself only swivels forward or backwards, allowing you to level the camera's field of view.  It doesn't have the left/right rotation that allows to adjust the pan of the camera.  If you happen to tape the mount up a bit crooked and the camera favors the one side over the other there is no adjustment short of pulling the mount off and reattach.The camera to mount attachment is very simple.  Slide it in and that is pretty much it.  The problem is that there is no mechanism to keep the camera in there except for friction between the camera and the  mound.  You can pull the camera out easily with one hand which is a good thing, for now.  I have a bit of concern regarding how this is going to work out long term.  With the way my windshield slopes, the mount is actually tilted upward.  So the camera to mount connection is actually sloped upward.  With only friction preventing the camera rom sliding down and out of the mount I am not sure if the daily removal/reinstall ion of the camera will wear this out to a point where it wouldn't be able to stay on the mount any more.Now to the camera itself.  It is very compact and doesn't get into the field of view much.  The picture quality is pretty good and the sound recording is clear.  However, because it is small, some sacrifices are needed.A small but annoying issue is that there is only a down button for the menu navigation.  So if you accidentally went pass the line you want, the only way to get back to it is to cycle through the entire menu.  Another issue is that the screen is fairly small and it is square shape.  The camera's natural aspect ration is 16:9 so you can either see the entire16:9 in a smaller view on the square screen or see it in full screen mode which loses the edge of the view.  Another annoying thing is that the camera only acts as  USB drive when connected to the computer.  You can't power it via the computer and adjust the setting like other cameras from this company.  However, all these small annoyances are alleviated by one new feature, WIFI.  You can connect the camera via wifi to your phone.  It is much easier to adjust settings in the app and adjust the viewing field of the camera with the live view feature of the app.  Another thing that WIFI allows you to do is to see the video recorded on the camera in the phone app and down it.  You do have to stop the camera from recording and then turn the wifi on before you can connect to to it.  Fumbling with the buttons on the small camera can be challenging which is why there is another new feature, voice assistant.  You can turn the screen on/off, start/stop recording, turn on/off wifi by just speaking to the camera.  This is pretty cool but does require a quiet background.  i don't think I ever got it to work with the radio on.A more serious problem is that the camera gets hot.  Heat is the worst enemy for the longevity of electronics and this camera gets hot even just by itself.  Now add in the scorching sun and this is a bit of concern for me.  It is not scolding hot but you couldn't comfortably hold it in you hand either.Overall this is a pretty cool camera with some new tricks up its sleeve.  If you just need a good camera to stay in one vehicle you can't go wrong with this one.",5,"https://m.media-amazon.com/images/I/61JIossJFqL.jpg","-","https://www.amazon.com/gp/customer-reviews/RQQ8E9YJ0ISKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 28, 2022","Everardo Valadez","yes","-","Excellent quality for the price.","Installed right behind my rear view. Only thing I advise is to make sure you check the field of view on the camera before you stick it on the windshield as you an only adjust it up and down and not side to side once set.Very easy to adjust camera settings and quality is very good. I upgraded to this from the Vantrue N2 version, which used a suction cup and kept falling with this 115° heat. This version (E1) uses double sided tape to stick on. The power plug in has a built in USB for charging your devices.Video and picture quality is amazing with this little cam, just look at the other reviews! I would definitely recommend Vantrue products for their price and outstanding quality.The phone app for the camera is not needed but so far has worked just like it should. It's a nice feature as you can view and control the camera from your phone without fidgeting with the camera itself.",5,"https://m.media-amazon.com/images/I/61b731P4kHL.jpg , https://m.media-amazon.com/images/I/61fAGl5UKBL.jpg , https://m.media-amazon.com/images/I/71URl47zQPL.jpg","-","https://www.amazon.com/gp/customer-reviews/RV0AODQH5N932/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 26, 2022","George Watson","yes","-","This is a feature rich camera!","I like everything about this camera.I did purchase the Polarize Lens Filter for the camera because my wife likes to take pictures while we travel.  She almost never has her phone camera ready.  Now she can snap a picture with the remote device included in the package.  Additionally, she can see the picture in the Vantrue App real time.  See the included picture.I really like the App.  I think it is chock-a-block full of useful information.The camera has a very sensitive microphone and records sound in the cabin very clearly. The remote button allows you to turn the microphone on and off on demand.Even better, she can watch the camera real time while I'm driving. A quick word of advice, do not us the phone app while you are driving, leave that to your passenger.I recommend making the manual your best friend.  Learn the control buttons on the camera and configure it to your liking.  There are so many features and I’m still learning about some of them.The unit is compact and mounts securely as you must install a clear plastic film on your windshield prior to installing the camera.  Take your time with the installation and you will be happy with the results.I leave the camera in the car 24/7 to take advantage of the motion sensor. The included power source (Lighter Adapter) is long enough that you can conceal the wire behind the trim in your car.There is a voice control capability in the camera that will take a picture or video on demand.I can easily recommend this Camera to anyone in the market for one.  It is compact, unobtrusive, takes very clear videos and pictures and is feature rich.You will have no regrets with this unit!",5,"https://m.media-amazon.com/images/I/61-wQYF4HKL.jpg , https://m.media-amazon.com/images/I/61QeJGguFzL.jpg , https://m.media-amazon.com/images/I/61ai+nWle6L.jpg , https://m.media-amazon.com/images/I/719cHEtrKTL.jpg , https://m.media-amazon.com/images/I/71wTzanlGBL.jpg","-","https://www.amazon.com/gp/customer-reviews/R27GM5TH4S4D0E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 24, 2022","LTC","yes","-","Decent front dash cam","The Dash cam is overall pretty good. Voice activation works as intended, picture quality is good (2.5k), night mode is visible, easy enough to install (I didn’t fully mount it just yet on the windshield so I can test it first), love the C charger and glad it isn’t the micro usb. Overall, I’m pretty happy and will be keeping it.",5,"https://m.media-amazon.com/images/I/71y7syxUMhL.jpg , https://m.media-amazon.com/images/I/81Nt-ZnwmtL.jpg","-","https://www.amazon.com/gp/customer-reviews/R39H6I0406KRVW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 22, 2022","SoCalSHO","yes","-","Clear video","Easy to mount on windshield.  Came with protection film to help remove sticky mount if needed. I added the circular polarizer which helped with stray lights.. The only thing I could improve on is a list of voice commands.  I have been unable to find them. I really like the brand,  and this is the 3rd Vantrue dash cam I have purchased.***Update I located the voice commands in the menu on the camera.  Although a separate card that lists voice commands may be better.",5,"https://m.media-amazon.com/images/I/61ynkU3183L.jpg","-","https://www.amazon.com/gp/customer-reviews/R279WUSABO35KF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 15, 2022","Joystick","yes","-","Vantrue E1 Cam, App Install Video and Review","Vantrue E1 Cam, App Install and ReviewIf you had, or are having, trouble installing the Vantrue E1 Cam App, please take a look at the App install video I made for Andriod phones. I made the video using a Samsung Galaxy A11 cell phone. I recorded the exact steps needed to install the Vantrue Cam App here. -https://www.amazon.com/vdp/00ce7a82cad3426a935ace72a824a0e9?product=B0B2W81VG6&ref=cm_sw_em_r_ib_dt_PbrjS2TaAGlRL The Vantrue E1 has lots of features and options, I like the voice control, ""Take Photo"" feature the best. Regards, Joystick",5,"https://m.media-amazon.com/images/I/41N1XiNxuBL.jpg , https://m.media-amazon.com/images/I/61r+N3xv0tL.jpg , https://m.media-amazon.com/images/I/61x2nTOA2yL.jpg","-","https://www.amazon.com/gp/customer-reviews/R23TZZIUC9JZD6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 26, 2022","N54","yes","-","Nice build, quality video and clunky app","The camera build is great, buttons are responsive and the magnetic mount is effortless. Video quality looks good and can read license plates in the daylight.The app can be clunky upon initial setup. In fact, I almost returned the unit after 30 minutes of failed connects. Somehow, it connects and works.No real complaints yet",5,"https://m.media-amazon.com/images/I/51hmegWXRdL.jpg , https://m.media-amazon.com/images/I/71qxULHcx3L.jpg","-","https://www.amazon.com/gp/customer-reviews/R3C1T0Y2U3QP9U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 25, 2022","MAXIMO EGUSQUIZA","yes","-","voice control and WIFI","it works great so far I like it",5,"https://m.media-amazon.com/images/I/61YKkp1IVOL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3IU6V3BNEUUMA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 20, 2022","MN","yes","-","Nice Upgrade to the T2","I’ve been looking to upgrade from the T2 version I bought a few years back for a few reasons. 1) No WiFi connection - It was a great camera but in order to pull any videos off of it I had to remove the camera and plug it into a computer, or pull out the SD card. The connector on the T2 is a little different and more of a hassle to remove than this E1, especially with where I place the camera in my car. Behind my rear view mirror on the right side so as not to distract me while driving. 2) The camera was held on the windshield by a suction cup, which is great if you’re concerned about leaving marks on your window but whenever it was hot and I parked in the sun, I would return to my car with the camera either hanging by the cord, or more often than not, disconnected from the cord in my cup holder. The suction cup did not hold up at all.Now with this E1, I can connect via WiFi which is much less of a hassle than physically having to remove the camera. The E1 is connected via a magnet as well, so even if I needed to remove the camera to adjust settings or connect to a PC, it’s much less work than the older T2. The camera is also installed via 3M double sided tape as well, so no more camera falling off of the windshield anymore either. The camera is also about 60% more compact, so while I’m driving I don’t even see it there. It’s nice to know it is there but not having it obstructing my view while driving.This is a huge upgrade for me and my T2 will now be going into our second car. Over time, if I see that the E1 lives up to my current expectations I might just end up upgrading for our 2nd car as well.",5,"https://m.media-amazon.com/images/I/61U2EO+xw2L.jpg","-","https://www.amazon.com/gp/customer-reviews/RN9GP42OERX9S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 20, 2022","Via","yes","-","Perfect and compact","The camera is amazing, the view it has is wide without sacrificing quality. The mount is a magnet between the camera and the portion that sticks do your windshield so it is extremely easy to remove and put back on. The gps works flawlessly and catches accurate mph. Overall very impressed by this camera. You can have high expectations on this and won’t be let down.",5,"https://m.media-amazon.com/images/I/61UVKFHJqkL.jpg , https://m.media-amazon.com/images/I/61pTU9JGb8L.jpg , https://m.media-amazon.com/images/I/61r36q6OsGL.jpg , https://m.media-amazon.com/images/I/61ub2uU8K8L.jpg , https://m.media-amazon.com/images/I/714KLWHqKkL.jpg , https://m.media-amazon.com/images/I/71AcR3pXzvL.jpg , https://m.media-amazon.com/images/I/71IToTE7jpL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3SKTQKGXVU2QK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on May 1, 2025","Ulugbek","yes","-","Night shooting quality is very bad","Night shooting quality is very bad even I set the maximum quality and probably can't determine the car's license plate",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3LFFR7VO1U9CU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on March 25, 2025","Isaiah Ybarra","yes","-","Clear Video but not reliable","Worked well as a dash cam but did not last. Broke after 18 months and won’t turn on. I would recommend spending the extra money for a more reputable brand.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RRCO7MP58ZQ7J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on March 23, 2025","Ant","yes","-","very limited settings","the only thing i liked was the small size, but there are many more disadvantages: no display brightness adjustment, no automatic display off, no automatic memory card rewriting and when the memory is full there are annoying messages, for this reason I had to reduce the recording quality to 720p. do not buy this. for this price it is better to take 70mai",2,"-","-","https://www.amazon.com/gp/customer-reviews/R275HJWNJJMCUC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on January 20, 2023","keith","yes","-","Disappointed in this camera","Disappointing in this camera the app that goes along with it isn’t that great time leader set up every time the powers turned off the camera Hass to be re-added to the Wi-Fi. Also, the recording loop is only three minutes maximum and it relies on the shake sensor to shut the camera down after an accident which may or may not work all the time I don’t understand why they don’t use up gigabytes on SD card also doesn’t record to your camera. Have to insert an SD card more like a toy that a dash cam.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2H09XZ20V34U5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on July 12, 2025","Michelle","yes","-","Build quality is good but poor image sensor","Too bad picture quality..I can't see the number appropriately only the situation in front of my vehicle that completely stop, it's only works to recording the scene without detail.Pretty nice if doesn't care about plate number but I'm good I'll try the other model.That build quality is good though.Returned",3,"-","-","https://www.amazon.com/gp/customer-reviews/RXEGD957I5FC0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 10, 2025","Ken Swartz ","yes","-","Doesn't include micro sd card","Decent, but I was upset that it did not include its own sd card.  No problem, I had a quality micro sd card that I was not using.  However, when I installed the camera, I could not get the voice commands to function! I will try ordering a Vantrue card to see if that fixes it, but I am not pleased,",3,"-","-","https://www.amazon.com/gp/customer-reviews/R17BSNL86SY2I6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on May 20, 2025","Family Music","yes","-","small.","small in size, video quality is not like other dash cams ive had. still working though!!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2NG9PE447LVHC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on May 14, 2025","Jim","yes","-","Decent for the money","Overall, this is a great webcam. It's very sensitive though, so even the slightest bump while driving triggers it to think you've had a wreck.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RCG0HL7WTXVQJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on June 29, 2025","dennis","yes","-","Must Have","Low profile, stays out of the way and peace of mind while driving. Super easy to set up. I highly recommend a hardwire kit as well. Easy to use app is a plus.The app does not like wireless carplay/ android auto. You will have to completely disconnect your phone from your vehicle so you can connect to the dashcams app instead of the vehicle. Not a huge deal as you can reconnect easily.G-force sensor is sensitive. Even at the highest force required to trigger locking a video, a simple speed bump at low speed or an uneven surface can trigger the ""video lock"" sound. I ended up turning the sound off as no matter what setting I put the G-force sensor on it never changed.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1C85UVHQSI41Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on June 2, 2025","Peter","yes","-","Great product","So far a great dash cam. Easy to install.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1ANPY79BA1G3T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on May 27, 2025","Bertoson Clan","yes","-","Great dashcam!","Great dashcam!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RL1DBMXGI3GAU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 21, 2025","STW","yes","-","Awesome Dashcam","Awesome dashcam…..better features & quality than I could have anticipated….and price is great!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1SD6QHY7LT6Q5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 5, 2025","Christian Hirt","yes","-","Use this one in my cars and love it","I love this camera and is easy to use.App functionality is great just sometimes a little slow.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3DNCO9TRREB4O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 5, 2025","Miguel Ramirez","yes","-","Love it","Work amazingly I loved it and quality is definitely worth the price strongly recommend the hard wire kit!!!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQCLVDAXK1467/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on April 2, 2025","Jonathan H.","yes","-","Great Dashcam. Would recommend.","I couldn't be happier with this dash cam. Quality video. Not bulky. Easy to use.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1E5Y37T7CRZCY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on March 31, 2025","JO","yes","-","Excellent Costumer Service","The product is what I expected.  It is a great dashcam that is:- easy to install- has great resolution- easy to configure via the WiFi option within the cameraBut what I liked the most is how the xompany stands behind their product.  This is the second Vantrue dashcam we buy (two vehicles) and their costumer service is really responsive.  In this case I had a question about the ""glare"" in the footage and they were really quick to help me out.  Totally recommend this camera if you are looking for a low budget camera",5,"-","-","https://www.amazon.com/gp/customer-reviews/RJ68O2H9BK9ED/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on March 23, 2025","Gage Magnan","yes","-","Nice camera for small cars","Stopped my neighbor from spitting on my car!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3F1G1H61TZUM7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on March 22, 2025","Keyana Sims","yes","-","Small but POWERFUL","Prefect camera! For its size and price does every well and super easy to set up! You can barely see that it’s there. I got the polarizing lens too to help with glare from lights and it works perfectly!! Thinking about the hardwire kit next for 24 parking!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1UC0ZJ7YHZ5C7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on November 9, 2024","Daniel","yes","-","Vantrue Always Delivers","I’ve been using Vantrue dash cams for a while now and bought this one to replace another brand that suddenly stopped working. Been using it for over a year now without any issues whatsoever.The video clarity is on par with other dash cams I’ve bought from them. The unit connects to their app without any issues to view previous recordings. The app itself seems to be pretty decent too. I have it hard wired to the car because I like to leverage the parking mode wherever I park. It too works just as well as their other models.Install was a breeze and everything that I need (minus the hardwire kit) was included in the box. Set up was easy as well once everything was plugged in.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R5I5Q1Q7JCYJG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
