"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on May 16, 2025","Cagalli","-","yes","great for scam prevention ~","I had a professional install it. The shop did not charge me extra. The experienced installer said he didn’t see anything wrong with it. He also mentioned he hadn’t heard many complaints about this model or brand. That gave me more confidence in my choice. This dash cam gives me peace of mind. With so many scams happening on the road, it helps protect me. If someone tries to pull a fake accident or insurance scam, I’ll have video proof.  So far, it is working without any issues.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3BFWNIWZXQ0GS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 11, 2025","alicat","-","yes","Helped Me Prove I Wasn’t at Fault","Picked this up hoping I’d never need it—then a fender bender happened. Someone swerved into my lane and tried to blame me, but the footage from this camera clearly showed otherwise. The 4K front cam caught everything, and the rear cam filled in the rest. Absolutely saved me from dealing with a bogus claim.The blind spot alerts and lane change assistance have made daily driving feel safer, especially during highway merges. Voice commands are handy, and setup wasn’t bad at all.Only note is that to use the full parking mode, you’ll need to buy a separate hardwire kit. Still, for the peace of mind and clear footage, this thing’s absolutely worth it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2JEK3NDCO5V8O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 1, 2025","Customer Review","-","yes","So far so good.","Setting up these style of dash cams is very simple because you pretty much just connect this to your car's charging port, and it should power on every time you run the car. Setup is extremely simple, and the dash cam video quality is solid, although it is not the best by any means, you can still capture everything that you need to capture. It takes a bit of time to get used to the longer rear view mirror, which in my case, was a lot larger than my OEM mirror. The included SD card is horrible, so my suggestion is to pick up a reliable brand such as Sandisk or Samsung.I have been through my fair share of these types of dash cams, and I can assure you that the failing point, if there happens to be one, will 99% of the time be in the capturing of the footage. Over time, these dash cams just start capturing on and off in a super sporadic way, and footage will be all over the place, so I hope this is not the case with this one.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2N4A4XA369PFD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 7, 2025","Desiree alvarez","yes","-","Excelente 🤩","Después de probar la AZDOME PG17 Max, puedo decir que es una excelente opción si buscas una dash cam completa con calidad profesional. Lo que más destaca es su resolución 4K Ultra HD, que ofrece una imagen muy nítida tanto de día como de noche, ideal para capturar cualquier detalle en carretera.El diseño como espejo retrovisor es muy práctico: se instala fácilmente sobre el espejo original y no estorba la visibilidad. Además, la pantalla táctil es intuitiva y permite controlar las funciones con solo deslizar el dedo. Incluye también cámara trasera, lo cual es muy útil para estacionarse o tener visión completa del entorno del vehículo.La función de grabación en bucle y detección de movimiento da tranquilidad extra en caso de accidentes o incidentes mientras el auto está estacionado.Puntos a favor: • Resolución 4K muy clara y detallada • Pantalla grande táctil y fácil de usar • Cámara delantera y trasera incluidas • Grabación en bucle y detección de movimiento • Fácil instalaciónPuntos a mejorar: • No incluye tarjeta microSD • Puede requerir algo de tiempo para configurar todas las funciones",5,"https://m.media-amazon.com/images/I/717t0MCt9nL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1ALR9E6TGGY8L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 5, 2025","Shellyann Beckford","yes","-","Great dash! 👏 👌","The azdome 4k with ADAS,BSD and LCA,12"" rear view mirror is just remarkable 👌 the clarity it gives me when viewing 😀 and the 4k view is  astonishing,gosh I love my dash. With a Wapping 64 GB,GPS,parking monitorIt's easy to install and accurate at every angle of viewing.very eye cashing and soothingly dashing 😌",5,"https://m.media-amazon.com/images/I/51umadx9LCL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1TEJ5K6YOBHKU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 30, 2025","Cassandra Delrai Gonzales","yes","-","Awesome","Picture quality is awesome. The recording settings is easy to get to And it is easy to use on a bright dayI like it has all these safety features for your blind side",5,"https://m.media-amazon.com/images/I/71LFQfrsksL.jpg","-","https://www.amazon.com/gp/customer-reviews/R15VRLBSAUUBI1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 24, 2025","JZ","yes","-","New Dash Cam","I recently installed the dash cam and was genuinely impressed by how simple and hassle-free the setup was—clear instructions had it fitted into my rearview mirror within minutes.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R12FZHLWR6CUN6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 24, 2025","nihad abu arab ","yes","-","I recommend","It’s a great item I recommend",5,"https://m.media-amazon.com/images/I/712ji8gVSbL.jpg , https://m.media-amazon.com/images/I/71j3nu2dqaL.jpg","-","https://www.amazon.com/gp/customer-reviews/RELJ9MCEC2P9X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 21, 2025","Urko","yes","-","KNOWLEDGE IS TRUTH","USA1. ADAS is FRONT camera .. BSD and LCA are REAR camera.FACT: only ONE camera at a time .. CANNOT run ADAS with BSD/LCA, and vice-versa. Disappointing.2. audio output is TOO FAST .. TOO GARBLED .. to be helpful .. CANNOT understand.3. README in past firmware .. in CHINESE.4. The app .. other than transferring data .. did NOT add any functionality .. seemed mostly for selling ..5. Returned, got full refund.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1M069ZSO489FW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 28, 2025","Mikey","yes","-","Finally have a quality front camera/dash camera for my Tesla Model S","Had it professionally installed in my Tesla Model S. Works beautifully. Very pleased with the product and highly recommend!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2WY8JQ63WXCDH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 15, 2025","Jeff Van Ess","yes","-","Difficult understanding some of the words.","I would give it a 9.9 out of 10.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1ZV4282YROZ9P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 6, 2025","Renato Diaz","yes","-","Solid product","Nice product, works perfectly, would buy it again and recommend it to my friends!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1GC9ZE23JVPX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 23, 2025","Sarmlnakhtar","yes","-","5 star I love my camera extra protection","Very good I love it so much , it give me extra protection due to nYC driving is bad . I definitely give 5 star highly recommended",5,"-","-","https://www.amazon.com/gp/customer-reviews/R37YUXNIZ33TED/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 11, 2025","jay","yes","-","Bad ass","Bad ass",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2RKXKZ0MTXUO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 10, 2025","Anthony cata","yes","-","Wow!","Very cool design. The screen is big and clear, and it has lots of features packed in. Took a little time to set up, but once it’s in it works great. Quality is amazing! Definitely worth the buy!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2GZAGQ76V5J95/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 10, 2025","Amber","yes","-","Great video quality","The video quality of the dash cam is outstanding, it's clear during both day and night. It captures a wide field of view, which makes me feel much safer on the road. The installation and setting up is simple, I installed it and adjusted quickly using the step-by-step guide, took me less than half an hour. Definitely a solid upgrade.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RUBJ2FYD87F52/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 8, 2025","Margalit","yes","-","Hangs over rearview mirror doesn’t impair vision","So this replaces my previous dash cam which got in the way as it impaired my vision this doesn’t appear any vision because it hangs over your rearview mirror",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3AE98DVVYX3M4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 5, 2025","Denise Devoe","yes","-","Next-Level Dash Cam Setup!","This mirror dash cam is next-level legit. The video quality is clear and crisp. You can see every little detail, even at night or in the rain. The screen basically turns your rearview mirror into a smart display—it’s super clear and responsive. The lane assist, blind spot alerts, etc., are such a bonus you don't get with a traditional dash cam. The voice control actually works really well, and watching clips on your phone is fast. The parking monitor is solid, too.If you’re trying to level up your safety and tech vibes, this thing’s amazing!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RNEYD5E79NR16/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 25, 2025","Rick","yes","-","Great dash cam","Great product with good image quality,easy to install,best thing we could have gotten!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39YN9SVU80O3Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on July 16, 2025","yapchagi","-","-","very useless at night. Overexposure from the headlights behind me.","Everything is good except during night time driving. It is impossible to use this at night. The lights from the cars are too bright even when they're far away. I could literally see the car behind me 1 block away stopping at the red light from my side mirror. But when u see it on this dashcam, it is shining soooo bright that the bright white circle from the overexposure is even bigger than the car itself. Most likely no HDR/WDR present.Also the BSD function is so annoying. It marks all the cars with a square box behind me. You can't turn it off under BSD or LCA setting. You must turn on ADAS in order to turn off that annoying car markings. Minus 2 stars for those 2 reasons. Returning this asap.I'll get Wolfbox G850 instead. That one has WDR. I used it last year and it was way better to view the back at night. But do not get Wolfbox for their ADAS/BSD!!!",3,"-","-","https://www.amazon.com/gp/customer-reviews/R271XRQBQYV2LE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 11, 2025","Customer Review","-","-","Wow. This is a great mirror cam!","Outstanding product with best camera results. No hassle in installation and its been 1 week and its working great.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3DL4ASKTPR92Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on July 13, 2025","John Brownlee","-","-","The Dragon’s Eye Mirror — Watch Your Back (Literally)","This dash cam is like having a vigilant dragon guarding your ride, with 4K+2.5K video sharp enough to spot a skunk crossing the road at midnight. It even talks to you with voice control and keeps an eye on your parking lot shenanigans. The included 64GB SD card is a nice bonus, but it’s the tech equivalent of a raccoon sneaking snacks — a no-name card I wouldn’t trust for my most important footage. If you want your videos crisp and your evidence uncorrupted, invest in a faster, tougher card or risk losing your best “I swear that other driver was texting!” moments. Still, a solid setup for anyone wanting a high-tech co-pilot that won’t nap on the job.[Disclaimer: This review is for ""AZDOME PG17 Max 4K+2.5K Mirror Dash Cam with ADAS, BSD and LCA, 12"" Rear View Mirror Camera with 5GHz WiFi and Voice Control, Rearview Mirror Backup Camera Includes 64GB Card, GPS, Parking Monitor"". This is a review of a free-but-taxable product, made available via Amazon's Vine program, with adherence given to Amazon's review guidelines. Honesty is encouraged; no incentives were given by the seller.]",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3HG857LIRBJCJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 11, 2025","Jacob Wolf","-","-","Useful","This camera works pretty well and is packed with features. Recommended if you are able to do the wiring.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RP3DPL4REMQY0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 26, 2025","K. Taylor","-","-","Excellent","Excellent. I've tested a couple of these mirror-mounted dashcams from Azdome over the past couple of years, and I've been really impressed with the quality of their products. I believe the PG17 is slightly larger than the last model I tested, with a better rear view camera, a larger screen with a better field of view and a bunch of little extras I've never seen before, like lane departure warnings (though it's possible I just missed that feature on the last model).It's pretty easy to set up the camera. The only challenging part of the installation was running the cable back through the vehicle to the backup camera. I always thought this was a bit of a pain, and I preferred a wireless rear camera, but after testing a few models I've decided that I prefer the zero lag or a wired model. Even a fraction of a second of latency over a wireless connection can get confusing while reversing, but a wired camera has instant transmission.All in all, very impressive. Azdome make great devices, and they only get better every year.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1Q7W5MYLK98BP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 15, 2025","Amazon Customer","-","-","I love this rearview streaming mirror and I think you would too","Very high-quality. Has tons of features that you just can't find anywhere else. It's very crystal clear it hooks onto your existing rearview mirror. It has all the features that are missing from almost every other product. I love this thing.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R6HSMFP6MN0ZO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 13, 2025","L","-","-","good quality mirror dashcam","easy install and works great. nice big screen and good video quality",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2QOI0C1XDVGGV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 12, 2025","Carlos R.","-","-","Works great!","This Max mirror dash cam has been a game-changer for my daily driving. The 4K+2.5K video quality is super crisp, and I love the wide 12” screen—it makes reversing so much easier. The ADAS, BSD, and LCA features give me extra confidence on the road. Voice control works surprisingly well, and the 5 GHz WiFi makes transferring footage fast. Bonus: it came with a 64GB card and GPS, so I didn’t have to buy anything extra. Great all-in-one setup!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1OADERC1RAG3W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 11, 2025","Wally Boots","-","-","Very nice unit for the price.","Wanted a dash cam a piece of mind and decided to get this as the price was right. I installed this myself with no issues the app worked great and I was up and running in no time. Had this plugged into the cigarette lighter and it just works when I start the car and starts recording and is always there God forbid I need footage. We definitely recommend this. The video quality I checked out was really good too and has excellent night vision.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1RCKPRMUCCZ6J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 9, 2025","Kim Allen","-","-","Directions included","Good clear quality video. Easily installed . Connects quickly to WiFi and GPS functions as it should .",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2G7J04RVND1IT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 28, 2025","S","-","-","Feature-Rich Mirror Dash Cam with Excellent Image Quality and Driver Assistance","The AZDOME PG17 Max offers a major upgrade for drivers seeking both safety and clarity. It captures ultra-clear footage with its 4K front and 2.5K rear cameras, displayed on a 12-inch touchscreen mirror that mounts easily over the OEM mirror. Setup is straightforward, and the pre-installed 64GB card gets you recording right away.Key highlights include built-in ADAS (Forward Collision, Pedestrian Warning, Lane Departure alerts) and enhanced BSD and LCA functions, improving situational awareness during lane changes and reversing. The 5.8GHz Wi-Fi ensures quick video downloads through the AZDOME app, while 10 voice commands allow for easy hands-free control.Video quality is consistently praised as crisp and detailed, both day and night. The included GPS records driving routes and speeds, and the system supports 24-hour parking monitoring (hardwire kit sold separately). Minor limitations mentioned include a lack of built-in mirror flip for some setups, but overall satisfaction is very high. A great option for upgrading both security and driving convenience. :)",5,"-","-","https://www.amazon.com/gp/customer-reviews/R86D1ZEEZJUOP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
